"","Participant.Private.ID","Task.Name","Trial.Number","Display","Response","Spreadsheet..img","Spreadsheet..type","Spreadsheet..memory","Tree.Node.Key","hits","fas","miss","crs","hit_rate","false_alarm_rate","APrime","d_prime"
"123",10776637,"Memory Task (Clone 3)",23,"image","5","4bdbc769d61a05c14ff2061b68ffd00e.jpg","target","filler","task-tak4",0,0,0,1,0.54,0.18,0.776422764227642,0.718278225708528
"124",10776637,"Memory Task (Clone 3)",24,"image","1","6a183ed7461978a85bbd4b370c7b4854.jpg","target","filler","task-tak4",0,1,0,0,0.54,0.18,0.776422764227642,0.718278225708528
"125",10776637,"Memory Task (Clone 3)",25,"image","5","fed68ff713db60eac84b65889ac38028.jpg","target","target","task-tak4",0,0,1,0,0.54,0.18,0.776422764227642,0.718278225708528
"126",10776637,"Memory Task (Clone 3)",26,"image","1","c9b37e0251acb3852cfa984af9422718.jpg","target","target","task-tak4",1,0,0,0,0.54,0.18,0.776422764227642,0.718278225708528
"127",10776637,"Memory Task (Clone 3)",27,"image","1","2fc170131665d79a6c9d0f52ae59bbce.jpg","target","target","task-tak4",1,0,0,0,0.54,0.18,0.776422764227642,0.718278225708528
"128",10776637,"Memory Task (Clone 3)",28,"image","5","Destruction 2.jpg","target","target","task-tak4",0,0,1,0,0.54,0.18,0.776422764227642,0.718278225708528
"129",10776637,"Memory Task (Clone 3)",29,"image","5","3ad1eaf82976bfcd62fdf7efe3f73714.jpg","target","target","task-tak4",0,0,1,0,0.54,0.18,0.776422764227642,0.718278225708528
"130",10776637,"Memory Task (Clone 3)",30,"image","4","Landscapes_032_v.jpg","target","filler","task-tak4",0,0,0,1,0.54,0.18,0.776422764227642,0.718278225708528
"131",10776637,"Memory Task (Clone 3)",31,"image","1","3be1dc1cbac8f940252b3cb095d56548.jpg","target","target","task-tak4",1,0,0,0,0.54,0.18,0.776422764227642,0.718278225708528
"132",10776637,"Memory Task (Clone 3)",32,"image","4","ffef5b6ece3a2dda515e981c7b22d3fd.jpg","target","target","task-tak4",0,0,1,0,0.54,0.18,0.776422764227642,0.718278225708528
"133",10776637,"Memory Task (Clone 3)",33,"image","5","NegMidNonsoc_23.jpg","target","filler","task-tak4",0,0,0,1,0.54,0.18,0.776422764227642,0.718278225708528
"134",10776637,"Memory Task (Clone 3)",34,"image","5","7c4f3f4fb26ac0b47b8ba51ee8b0979b.jpg","target","target","task-tak4",0,0,1,0,0.54,0.18,0.776422764227642,0.718278225708528
"135",10776637,"Memory Task (Clone 3)",35,"image","3","4c9b824221ea465e852f409c11d0bb60.jpg","target","filler","task-tak4",0,1,0,0,0.54,0.18,0.776422764227642,0.718278225708528
"136",10776637,"Memory Task (Clone 3)",36,"image","5","1ff93f044a2f56339403ccc24740e14b.jpg","target","filler","task-tak4",0,0,0,1,0.54,0.18,0.776422764227642,0.718278225708528
"137",10776637,"Memory Task (Clone 3)",37,"image","6","fec7756d48d357270fcfa030a36914be.jpg","target","target","task-tak4",0,0,1,0,0.54,0.18,0.776422764227642,0.718278225708528
"138",10776637,"Memory Task (Clone 3)",38,"image","6","NegMidNonsoc_17.jpg","target","target","task-tak4",0,0,1,0,0.54,0.18,0.776422764227642,0.718278225708528
"139",10776637,"Memory Task (Clone 3)",39,"image","6","NegHighNonsoc_2.jpg","target","filler","task-tak4",0,0,0,1,0.54,0.18,0.776422764227642,0.718278225708528
