Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: border,Spreadsheet: Screen,Spreadsheet: timing,Manipulation: Spreadsheet
11,1737120244501,17/01/2025 13:24:04,1737102244501,-5,17/01/2025 03:24:04,153647,19,task-wzke,repeat-3dmk#1,42543049,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,4,image,Trials,mxeghn,1,response,F,728.820000000007,719.140000000014,728.820000000007,728.820000000007,719.140000000014,728.820000000007,0,728.820000000007,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,J,instr_photo_3.jpg,#DC143C,,1000ms,
12,1737120245494,17/01/2025 13:24:05,1737102245494,-5,17/01/2025 03:24:05,153647,19,task-wzke,repeat-3dmk#1,42543049,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,4,image,Screen 2,2al84i,2,continue,,501.72000000000116,501.72000000000116,501.72000000000116,501.72000000000116,501.72000000000116,501.72000000000116,1,501.72000000000116,0,0,,Fixation Timing,Fixation,1,object-24,image,J,instr_photo_3.jpg,#DC143C,,1000ms,
13,1737120246498,17/01/2025 13:24:06,1737102246498,-5,17/01/2025 03:24:06,153647,19,task-wzke,repeat-3dmk#1,42543049,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,5,image,Trials,mxeghn,1,response,J,1003.4600000000064,1003.4600000000064,1003.4600000000064,1003.4600000000064,1003.4600000000064,1003.4600000000064,0,1003.4600000000064,0,0,,Time Limit,screen,0,screen,image,F,instr_photo_5.jpg,#FF69B4,,1000ms,
14,1737120247485,17/01/2025 13:24:07,1737102247485,-5,17/01/2025 03:24:07,153647,19,task-wzke,repeat-3dmk#1,42543049,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,5,image,Screen 2,2al84i,2,continue,,501.7399999999907,501.7399999999907,501.7399999999907,501.7399999999907,501.7399999999907,501.7399999999907,1,501.7399999999907,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_5.jpg,#FF69B4,,1000ms,
15,1737120247486,17/01/2025 13:24:07,1737102247486,-5,17/01/2025 03:24:07,153647,19,task-wzke,repeat-3dmk#1,42543049,BLIND,12412388,,complete,,678a596ef767b9becdc5a9f7,computer,Desktop or Laptop,Windows 10,Firefox 134.0,1920x1080,1920x947,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,70482,,,,0,,,,,,,,,,,,,,,
1,1737120288640,17/01/2025 13:24:48,1737102288640,-5,17/01/2025 03:24:48,153647,19,task-wzke,repeat-3dmk#1,42543085,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1737120311036,17/01/2025 13:25:11,1737102311036,-5,17/01/2025 03:25:11,153647,19,task-wzke,repeat-3dmk#1,42543085,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 1,djhvrt,1,continue,,22304.899999952315,22299.8,22304.899999952315,22304.899999952315,22299.8,22304.899999952315,1,22304.899999952315,0,0,,Click To Continue,Continue Button,6,object-20,instructions,,,,,,
3,1737120317172,17/01/2025 13:25:17,1737102317172,-5,17/01/2025 03:25:17,153647,19,task-wzke,repeat-3dmk#1,42543085,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,2,continue,,6139.299999999999,6133.299999999999,6139.299999999999,6139.299999999999,6133.299999999999,6139.299999999999,1,6139.299999999999,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,
4,1737120320165,17/01/2025 13:25:20,1737102320165,-5,17/01/2025 03:25:20,153647,19,task-wzke,repeat-3dmk#1,42543085,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,3,timedOut,,3000.2999999523163,2999.800000000003,3000.2999999523163,3000.2999999523163,2999.800000000003,3000.2999999523163,1,3000.2999999523163,0,0,,Time Limit,screen,0,screen,instructions,,,,,,
5,1737120320522,17/01/2025 13:25:20,1737102320522,-5,17/01/2025 03:25:20,153647,19,task-wzke,repeat-3dmk#1,42543085,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,F,356.3999999284715,349.1999999999971,356.3999999284715,356.3999999284715,349.1999999999971,356.3999999284715,1,356.3999999284715,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo.jpg,#FF69B4,,1000ms,
6,1737120321516,17/01/2025 13:25:21,1737102321516,-5,17/01/2025 03:25:21,153647,19,task-wzke,repeat-3dmk#1,42543085,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 2,2al84i,2,continue,,499.90000000000146,499.90000000000146,499.90000000000146,499.90000000000146,499.90000000000146,499.90000000000146,1,499.90000000000146,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo.jpg,#FF69B4,,1000ms,
7,1737120322516,17/01/2025 13:25:22,1737102322516,-5,17/01/2025 03:25:22,153647,19,task-wzke,repeat-3dmk#1,42543085,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,2,image,Trials,mxeghn,1,response,J,1000,1000,1000,1000,1000,1000,0,1000,0,0,,Time Limit,screen,0,screen,image,F,instr_photo_2.jpg,#DC143C,,1000ms,
8,1737120323499,17/01/2025 13:25:23,1737102323499,-5,17/01/2025 03:25:23,153647,19,task-wzke,repeat-3dmk#1,42543085,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,2,image,Screen 2,2al84i,2,continue,,500,500,500,500,500,500,1,500,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_2.jpg,#DC143C,,1000ms,
9,1737120324156,17/01/2025 13:25:24,1737102324156,-5,17/01/2025 03:25:24,153647,19,task-wzke,repeat-3dmk#1,42543085,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,3,image,Trials,mxeghn,1,response,F,656.5999999523192,649.9000000000015,656.5999999523192,656.5999999523192,649.9000000000015,656.5999999523192,1,656.5999999523192,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_3.jpg,#E2752C,,1000ms,
10,1737120325150,17/01/2025 13:25:25,1737102325150,-5,17/01/2025 03:25:25,153647,19,task-wzke,repeat-3dmk#1,42543085,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,3,image,Screen 2,2al84i,2,continue,,500,500,500,500,500,500,1,500,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_3.jpg,#E2752C,,1000ms,
11,1737120325443,17/01/2025 13:25:25,1737102325443,-5,17/01/2025 03:25:25,153647,19,task-wzke,repeat-3dmk#1,42543085,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,4,image,Trials,mxeghn,1,response,F,293.69999997616105,283.3000000000029,293.69999997616105,293.69999997616105,283.3000000000029,293.69999997616105,0,293.69999997616105,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,J,instr_photo_3.jpg,#DC143C,,1000ms,
12,1737120326433,17/01/2025 13:25:26,1737102326433,-5,17/01/2025 03:25:26,153647,19,task-wzke,repeat-3dmk#1,42543085,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,4,image,Screen 2,2al84i,2,continue,,498.90000000000146,498.90000000000146,498.90000000000146,498.90000000000146,498.90000000000146,498.90000000000146,1,498.90000000000146,0,0,,Fixation Timing,Fixation,1,object-24,image,J,instr_photo_3.jpg,#DC143C,,1000ms,
13,1737120326951,17/01/2025 13:25:26,1737102326951,-5,17/01/2025 03:25:26,153647,19,task-wzke,repeat-3dmk#1,42543085,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,5,image,Trials,mxeghn,1,response,F,520.0999999999985,516.7999999999956,520.0999999999985,520.0999999999985,516.7999999999956,520.0999999999985,1,520.0999999999985,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_5.jpg,#FF69B4,,1000ms,
14,1737120327950,17/01/2025 13:25:27,1737102327950,-5,17/01/2025 03:25:27,153647,19,task-wzke,repeat-3dmk#1,42543085,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,5,image,Screen 2,2al84i,2,continue,,500.6999999999971,500.6999999999971,500.6999999999971,500.6999999999971,500.6999999999971,500.6999999999971,1,500.6999999999971,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_5.jpg,#FF69B4,,1000ms,
15,1737120327950,17/01/2025 13:25:27,1737102327950,-5,17/01/2025 03:25:27,153647,19,task-wzke,repeat-3dmk#1,42543085,BLIND,12412390,,complete,,678a591a71ffb8818e74aba9,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 131.0.0.0,1440x900,1440x778,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Accurate,2,,Accurate,,Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,END,,,39276,,,,0,,,,,,,,,,,,,,,
1,1737120315608,17/01/2025 13:25:15,1737098715608,-6,17/01/2025 01:25:15,153647,19,task-wzke,repeat-3dmk#1,42543093,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,713x516,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1737120351683,17/01/2025 13:25:51,1737098751683,-6,17/01/2025 01:25:51,153647,19,task-wzke,repeat-3dmk#1,42543093,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,853x390,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 1,djhvrt,1,continue,,35231.8,35220.899999999994,35231.8,35231.8,35220.899999999994,35231.8,1,35231.8,0,0,,Click To Continue,Continue Button,6,object-20,instructions,,,,,,
3,1737120357136,17/01/2025 13:25:57,1737098757136,-6,17/01/2025 01:25:57,153647,19,task-wzke,repeat-3dmk#1,42543093,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,853x390,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 2,1kaj8e,2,continue,,5462.399999999994,5445.5999999999985,5462.399999999994,5462.399999999994,5445.5999999999985,5462.399999999994,1,5462.399999999994,0,0,,Click To Continue,Continue Button,2,object-7,instructions,,,,,,
4,1737120360115,17/01/2025 13:26:00,1737098760115,-6,17/01/2025 01:26:00,153647,19,task-wzke,repeat-3dmk#1,42543093,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,853x390,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,instructions,Screen 3,j5lb3b,3,timedOut,,2998.099999952319,2997.5,2998.099999952319,2998.099999952319,2997.5,2998.099999952319,1,2998.099999952319,0,0,,Time Limit,screen,0,screen,instructions,,,,,,
5,1737120361115,17/01/2025 13:26:01,1737098761115,-6,17/01/2025 01:26:01,153647,19,task-wzke,repeat-3dmk#1,42543093,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,853x390,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Trials,mxeghn,1,response,J,999.1000000000058,999.1000000000058,999.1000000000058,999.1000000000058,999.1000000000058,999.1000000000058,0,999.1000000000058,0,0,,Time Limit,screen,0,screen,image,F,instr_photo.jpg,#FF69B4,,1000ms,
6,1737120362098,17/01/2025 13:26:02,1737098762098,-6,17/01/2025 01:26:02,153647,19,task-wzke,repeat-3dmk#1,42543093,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,853x390,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,1,image,Screen 2,2al84i,2,continue,,499.59999999999854,499.59999999999854,499.59999999999854,499.59999999999854,499.59999999999854,499.59999999999854,1,499.59999999999854,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo.jpg,#FF69B4,,1000ms,
7,1737120362973,17/01/2025 13:26:02,1737098762973,-6,17/01/2025 01:26:02,153647,19,task-wzke,repeat-3dmk#1,42543093,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,853x390,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,2,image,Trials,mxeghn,1,response,F,875.8000000476823,865.9000000000015,875.8000000476823,875.8000000476823,865.9000000000015,875.8000000476823,1,875.8000000476823,0,0,,Keyboard Response,Keyboard Response,2,object-4,image,F,instr_photo_2.jpg,#DC143C,,1000ms,
8,1737120363962,17/01/2025 13:26:03,1737098763962,-6,17/01/2025 01:26:03,153647,19,task-wzke,repeat-3dmk#1,42543093,BLIND,12412378,,complete,,678a59102c59d48aff2d67f9,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,853x390,,,0,Sustained Attention Practice (Clone),4,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,Spreadsheet1,Spreadsheet1,2,image,Screen 2,2al84i,2,continue,,499.5,499.5,499.5,499.5,499.5,499.5,1,499.5,0,0,,Fixation Timing,Fixation,1,object-24,image,F,instr_photo_2.jpg,#DC143C,,1000ms,
