Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1738310557666,31/01/2025 08:02:37,1738288957666,-6,30/01/2025 20:02:37,153647,21,questionnaire-vj9b,repeat-3dmk#5->-repeat-ku6w#3->-repeat-bbex#4,42924379,BLIND,12511064,,complete,,679c72a7bb1c0f58811e43ce,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x607,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1738310565387,31/01/2025 08:02:45,1738288965387,-6,30/01/2025 20:02:45,153647,21,questionnaire-vj9b,repeat-3dmk#5->-repeat-ku6w#3->-repeat-bbex#4,42924379,BLIND,12511064,,complete,,679c72a7bb1c0f58811e43ce,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x607,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Inaccurate~Accurate,,,,,,info,,END,7680,,,,
1,1738311823989,31/01/2025 08:23:43,1738290223989,-6,30/01/2025 20:23:43,153647,21,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#1->-repeat-bh4w#1,42924619,BLIND,12511149,,complete,,679c7f3656b395b1857c7249,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x919,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Accurate,,Accurate,,,,,info,,BEGIN,,,,,
2,1738312263431,31/01/2025 08:31:03,1738290663431,-6,30/01/2025 20:31:03,153647,21,questionnaire-vj9b,repeat-3dmk#3->-repeat-tj2w#1->-repeat-bh4w#1,42924619,BLIND,12511149,,complete,,679c7f3656b395b1857c7249,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x919,,,0,Debrieff,3,Inaccurate~Inaccurate~Accurate,2,,Accurate,,Accurate,,,,,info,,END,439371,,,,
1,1738313436966,31/01/2025 08:50:36,1738284636966,-8,30/01/2025 16:50:36,153647,21,questionnaire-vj9b,repeat-3dmk#1->-repeat-ku6w#2->-repeat-bbex#1,42925129,BLIND,12511236,,complete,,679c82f5eb293ea47aa4cd4e,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x695,,,0,Debrieff,3,Accurate,1,Inaccurate~Accurate,,Accurate,,,,,,info,,BEGIN,,,,,
2,1738313443366,31/01/2025 08:50:43,1738284643366,-8,30/01/2025 16:50:43,153647,21,questionnaire-vj9b,repeat-3dmk#1->-repeat-ku6w#2->-repeat-bbex#1,42925129,BLIND,12511236,,complete,,679c82f5eb293ea47aa4cd4e,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x695,,,0,Debrieff,3,Accurate,1,Inaccurate~Accurate,,Accurate,,,,,,info,,END,6378,,,,
1,1738313575760,31/01/2025 08:52:55,1738291975760,-6,30/01/2025 20:52:55,153647,21,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#1->-repeat-bh4w#1,42925174,BLIND,12511188,,complete,,679c777f0e588e02a3211512,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2134x1200,2134x1047,,,0,Debrieff,3,Accurate,2,,Accurate,,Accurate,,,,,info,,BEGIN,,,,,
2,1738313616931,31/01/2025 08:53:36,1738292016931,-6,30/01/2025 20:53:36,153647,21,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#1->-repeat-bh4w#1,42925174,BLIND,12511188,,complete,,679c777f0e588e02a3211512,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,2134x1200,2134x1047,,,0,Debrieff,3,Accurate,2,,Accurate,,Accurate,,,,,info,,END,41146,,,,
1,1738313673895,31/01/2025 08:54:33,1738292073895,-6,30/01/2025 20:54:33,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#1->-repeat-bbex#1,42925211,BLIND,12511205,,complete,,679c854d092ec6a7c80a319e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Inaccurate~Accurate,1,Accurate,,Accurate,,,,,,info,,BEGIN,,,,,
2,1738313743494,31/01/2025 08:55:43,1738292143494,-6,30/01/2025 20:55:43,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#1->-repeat-bbex#1,42925211,BLIND,12511205,,complete,,679c854d092ec6a7c80a319e,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Inaccurate~Accurate,1,Accurate,,Accurate,,,,,,info,,END,69557,,,,
1,1738314259624,31/01/2025 09:04:19,1738285459624,-8,30/01/2025 17:04:19,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#1,42925490,BLIND,12511202,,complete,,679c84fe23c02e0cacb70b6f,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x607,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,Accurate,,,,,info,,BEGIN,,,,,
2,1738314302888,31/01/2025 09:05:02,1738285502888,-8,30/01/2025 17:05:02,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#1,42925490,BLIND,12511202,,complete,,679c84fe23c02e0cacb70b6f,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x607,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,Accurate,,,,,info,,END,43154,,,,
1,1738314441218,31/01/2025 09:07:21,1738292841218,-6,30/01/2025 21:07:21,153647,21,questionnaire-vj9b,repeat-3dmk#1->-repeat-ku6w#1->-repeat-bbex#2,42925603,BLIND,12511196,,complete,,679c83cbb38d3d299cdc7db0,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Accurate,1,Accurate,,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1738314518889,31/01/2025 09:08:38,1738292918889,-6,30/01/2025 21:08:38,153647,21,questionnaire-vj9b,repeat-3dmk#1->-repeat-ku6w#1->-repeat-bbex#2,42925603,BLIND,12511196,,complete,,679c83cbb38d3d299cdc7db0,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Accurate,1,Accurate,,Inaccurate~Accurate,,,,,,info,,END,77650,,,,
1,1738314467462,31/01/2025 09:07:47,1738292867462,-6,30/01/2025 21:07:47,153647,21,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#1->-repeat-bh4w#1,42925624,BLIND,12511192,,complete,,679c81a5d1d0fb7f540c6229,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Accurate,2,,Accurate,,Accurate,,,,,info,,BEGIN,,,,,
2,1738314572832,31/01/2025 09:09:32,1738292972832,-6,30/01/2025 21:09:32,153647,21,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#1->-repeat-bh4w#1,42925624,BLIND,12511192,,complete,,679c81a5d1d0fb7f540c6229,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Accurate,2,,Accurate,,Accurate,,,,,info,,END,105349,,,,
1,1738315145251,31/01/2025 09:19:05,1738293545251,-6,30/01/2025 21:19:05,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#2,42926041,BLIND,12511210,,complete,,679c83de29ad80f5c95df2ca,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,Inaccurate~Accurate,,,,,info,,BEGIN,,,,,
2,1738315161053,31/01/2025 09:19:21,1738293561053,-6,30/01/2025 21:19:21,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#2,42926041,BLIND,12511210,,complete,,679c83de29ad80f5c95df2ca,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,Inaccurate~Accurate,,,,,info,,END,15777,,,,
1,1738315632838,31/01/2025 09:27:12,1738286832838,-8,30/01/2025 17:27:12,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#1,42926281,BLIND,12511357,,complete,,679c8f1a33adaafedda4ce92,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x695,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,Accurate,,,,,info,,BEGIN,,,,,
2,1738315636784,31/01/2025 09:27:16,1738286836784,-8,30/01/2025 17:27:16,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#1,42926281,BLIND,12511357,,complete,,679c8f1a33adaafedda4ce92,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1536x695,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,Accurate,,,,,info,,END,3926,,,,
1,1738316573876,31/01/2025 09:42:53,1738294973876,-6,30/01/2025 21:42:53,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#1->-repeat-bbex#1,42926666,BLIND,12511368,,complete,,679c902ab278a587834ef26c,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Inaccurate~Accurate,1,Accurate,,Accurate,,,,,,info,,BEGIN,,,,,
2,1738316619258,31/01/2025 09:43:39,1738295019258,-6,30/01/2025 21:43:39,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#1->-repeat-bbex#1,42926666,BLIND,12511368,,complete,,679c902ab278a587834ef26c,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Inaccurate~Accurate,1,Accurate,,Accurate,,,,,,info,,END,45333,,,,
1,1738316707385,31/01/2025 09:45:07,1738295107385,-6,30/01/2025 21:45:07,153647,21,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#1->-repeat-bh4w#1,42926729,BLIND,12511447,,complete,,679c8a56a51268dc2a99258b,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Accurate,2,,Accurate,,Accurate,,,,,info,,BEGIN,,,,,
2,1738316727048,31/01/2025 09:45:27,1738295127048,-6,30/01/2025 21:45:27,153647,21,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#1->-repeat-bh4w#1,42926729,BLIND,12511447,,complete,,679c8a56a51268dc2a99258b,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Accurate,2,,Accurate,,Accurate,,,,,info,,END,19636,,,,
1,1738317472380,31/01/2025 09:57:52,1738295872380,-6,30/01/2025 21:57:52,153647,21,questionnaire-vj9b,repeat-3dmk#1->-repeat-ku6w#1->-repeat-bbex#1,42927085,BLIND,12511502,,complete,,679c95a54bc270cfaaacec9b,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x607,,,0,Debrieff,3,Accurate,1,Accurate,,Accurate,,,,,,info,,BEGIN,,,,,
2,1738317484026,31/01/2025 09:58:04,1738295884026,-6,30/01/2025 21:58:04,153647,21,questionnaire-vj9b,repeat-3dmk#1->-repeat-ku6w#1->-repeat-bbex#1,42927085,BLIND,12511502,,complete,,679c95a54bc270cfaaacec9b,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x607,,,0,Debrieff,3,Accurate,1,Accurate,,Accurate,,,,,,info,,END,11575,,,,
1,1738317499590,31/01/2025 09:58:19,1738295899590,-6,30/01/2025 21:58:19,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#1,42927096,BLIND,12511508,,complete,,679c833611ede9385038e7d6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,2134x1200,2134x1031,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,Accurate,,,,,info,,BEGIN,,,,,
2,1738317501484,31/01/2025 09:58:21,1738295901484,-6,30/01/2025 21:58:21,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-tj2w#1->-repeat-bh4w#1,42927096,BLIND,12511508,,complete,,679c833611ede9385038e7d6,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,2134x1200,2134x1031,,,0,Debrieff,3,Inaccurate~Accurate,2,,Accurate,,Accurate,,,,,info,,END,1845,,,,
1,1738318682256,31/01/2025 10:18:02,1738297082256,-6,30/01/2025 22:18:02,153647,21,questionnaire-vj9b,repeat-3dmk#1->-repeat-ku6w#1->-repeat-bbex#2,42928017,BLIND,12511353,,complete,,679c8fa254ddd605adb022f1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x919,,,0,Debrieff,3,Accurate,1,Accurate,,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1738318688748,31/01/2025 10:18:08,1738297088748,-6,30/01/2025 22:18:08,153647,21,questionnaire-vj9b,repeat-3dmk#1->-repeat-ku6w#1->-repeat-bbex#2,42928017,BLIND,12511353,,complete,,679c8fa254ddd605adb022f1,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x919,,,0,Debrieff,3,Accurate,1,Accurate,,Inaccurate~Accurate,,,,,,info,,END,6458,,,,
1,1738319513327,31/01/2025 10:31:53,1738297913327,-6,30/01/2025 22:31:53,153647,21,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#1->-repeat-bh4w#1,42928661,BLIND,12511769,,complete,,679c932302a540da6920f8be,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Accurate,2,,Accurate,,Accurate,,,,,info,,BEGIN,,,,,
2,1738319516628,31/01/2025 10:31:56,1738297916628,-6,30/01/2025 22:31:56,153647,21,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#1->-repeat-bh4w#1,42928661,BLIND,12511769,,complete,,679c932302a540da6920f8be,computer,Desktop or Laptop,Windows 10,Chrome 129.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Accurate,2,,Accurate,,Accurate,,,,,info,,END,3282,,,,
1,1738320367027,31/01/2025 10:46:07,1738298767027,-6,30/01/2025 22:46:07,153647,21,questionnaire-vj9b,repeat-3dmk#1->-repeat-ku6w#1->-repeat-bbex#2,42929211,BLIND,12511675,,complete,,679c9b6898d39361abfca733,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Accurate,1,Accurate,,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1738320370835,31/01/2025 10:46:10,1738298770835,-6,30/01/2025 22:46:10,153647,21,questionnaire-vj9b,repeat-3dmk#1->-repeat-ku6w#1->-repeat-bbex#2,42929211,BLIND,12511675,,complete,,679c9b6898d39361abfca733,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Accurate,1,Accurate,,Inaccurate~Accurate,,,,,,info,,END,3790,,,,
1,1738320613386,31/01/2025 10:50:13,1738291813386,-8,30/01/2025 18:50:13,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#1,42929327,BLIND,12511705,,complete,,679c9c68770016f434fcdb10,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,2049x925,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,,,,,info,,BEGIN,,,,,
2,1738320639087,31/01/2025 10:50:39,1738291839087,-8,30/01/2025 18:50:39,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#1,42929327,BLIND,12511705,,complete,,679c9c68770016f434fcdb10,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,2049x925,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,,,,,info,,END,25681,,,,
1,1738321040051,31/01/2025 10:57:20,1738299440051,-6,30/01/2025 22:57:20,153647,21,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#1->-repeat-bh4w#1,42929617,BLIND,12511905,,complete,,679c9bc35b0b10c1165df78f,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Accurate,2,,Accurate,,Accurate,,,,,info,,BEGIN,,,,,
2,1738321043509,31/01/2025 10:57:23,1738299443509,-6,30/01/2025 22:57:23,153647,21,questionnaire-vj9b,repeat-3dmk#1->-repeat-tj2w#1->-repeat-bh4w#1,42929617,BLIND,12511905,,complete,,679c9bc35b0b10c1165df78f,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x911,,,0,Debrieff,3,Accurate,2,,Accurate,,Accurate,,,,,info,,END,3435,,,,
1,1738322974727,31/01/2025 11:29:34,1738304974727,-5,31/01/2025 01:29:34,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#2,42930813,BLIND,12512136,,complete,,679ca6317e50afb3619b9216,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1536x756,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,BEGIN,,,,,
2,1738323029234,31/01/2025 11:30:29,1738305029234,-5,31/01/2025 01:30:29,153647,21,questionnaire-vj9b,repeat-3dmk#2->-repeat-ku6w#2->-repeat-bbex#2,42930813,BLIND,12512136,,complete,,679ca6317e50afb3619b9216,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1920x1080,1536x756,,,0,Debrieff,3,Inaccurate~Accurate,1,Inaccurate~Accurate,,Inaccurate~Accurate,,,,,,info,,END,54467,,,,
1,1738325535282,31/01/2025 12:12:15,1738307535282,-5,31/01/2025 02:12:15,153647,21,questionnaire-vj9b,repeat-3dmk#7->-repeat-tj2w#2->-repeat-bh4w#1,42932236,BLIND,12512697,,complete,,679cb0c0b3cea643b5ad4368,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1366x768,1358x650,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Accurate,,,,,info,,BEGIN,,,,,
2,1738325568663,31/01/2025 12:12:48,1738307568663,-5,31/01/2025 02:12:48,153647,21,questionnaire-vj9b,repeat-3dmk#7->-repeat-tj2w#2->-repeat-bh4w#1,42932236,BLIND,12512697,,complete,,679cb0c0b3cea643b5ad4368,computer,Desktop or Laptop,Windows 10,Edge 132.0.0.0,1366x768,1358x650,,,0,Debrieff,3,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Accurate,,,,,info,,END,33256,,,,
END OF FILE
