Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-ck1c,randomiser-8rl3,branch-tpdd,branch-qy9p,branch-phuz,branch-3j3b,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: answer,Spreadsheet: img,Spreadsheet: border,Spreadsheet: Screen,Manipulation: Spreadsheet,Store: Total,Store: correct
2,1737473735408,21/01/2025 15:35:35,1737452135408,-6,21/01/2025 03:35:35,153647,19,task-icdl,,42629718,BLIND,12435173,,complete,,678fbd956da3343b4e27ba4d,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,2692.3059999642373,2682.1059999999998,2692.3059999642373,2692.3059999642373,2682.1059999999998,2692.3059999642373,1,2692.3059999642373,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1737473735409,21/01/2025 15:35:35,1737452135409,-6,21/01/2025 03:35:35,153647,19,task-icdl,,42629718,BLIND,12435173,,complete,,678fbd956da3343b4e27ba4d,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1280x585,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,2606,,,,0,,,,,,,,,,,,,,,,
1,1737473762762,21/01/2025 15:36:02,1737444962762,-8,20/01/2025 23:36:02,153647,19,task-icdl,,42629747,BLIND,12435184,,complete,,678fbdae4517087201af1442,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1737473766615,21/01/2025 15:36:06,1737444966615,-8,20/01/2025 23:36:06,153647,19,task-icdl,,42629747,BLIND,12435184,,complete,,678fbdae4517087201af1442,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Accurate,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,3888.699999988079,3883.5,3888.699999988079,3888.699999988079,3883.5,3888.699999988079,1,3888.699999988079,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1737473766618,21/01/2025 15:36:06,1737444966618,-8,20/01/2025 23:36:06,153647,19,task-icdl,,42629747,BLIND,12435184,,complete,,678fbdae4517087201af1442,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1366x768,1366x641,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Accurate,,Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,3803,,,,0,,,,,,,,,,,,,,,,
1,1737473985594,21/01/2025 15:39:45,1737452385594,-6,21/01/2025 03:39:45,153647,19,task-icdl,,42629953,BLIND,12435273,,complete,,678fbf418039afce3607ec39,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1396x632,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1737473989882,21/01/2025 15:39:49,1737452389882,-6,21/01/2025 03:39:49,153647,19,task-icdl,,42629953,BLIND,12435273,,complete,,678fbf418039afce3607ec39,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1396x632,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,4313.486000023842,4299.686,4313.486000023842,4313.486000023842,4299.686,4313.486000023842,1,4313.486000023842,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1737473989885,21/01/2025 15:39:49,1737452389885,-6,21/01/2025 03:39:49,153647,19,task-icdl,,42629953,BLIND,12435273,,complete,,678fbf418039afce3607ec39,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1536x864,1396x632,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Accurate,,Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,4267,,,,0,,,,,,,,,,,,,,,,
1,1737474092219,21/01/2025 15:41:32,1737456092219,-5,21/01/2025 05:41:32,153647,19,task-icdl,,42630020,BLIND,12435268,,complete,,678fbd862ccc0994b94fd6b4,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x738,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1737474104604,21/01/2025 15:41:44,1737456104604,-5,21/01/2025 05:41:44,153647,19,task-icdl,,42630020,BLIND,12435268,,complete,,678fbd862ccc0994b94fd6b4,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x738,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,12442.600000035764,12431,12442.600000035764,12442.600000035764,12431,12442.600000035764,1,12442.600000035764,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1737474104616,21/01/2025 15:41:44,1737456104616,-5,21/01/2025 05:41:44,153647,19,task-icdl,,42630020,BLIND,12435268,,complete,,678fbd862ccc0994b94fd6b4,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x738,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Accurate,,Inaccurate~Inaccurate~Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,12340,,,,0,,,,,,,,,,,,,,,,
1,1737475821170,21/01/2025 16:10:21,1737457821170,-5,21/01/2025 06:10:21,153647,19,task-icdl,,42631334,BLIND,12435644,,complete,,678fc6a9cac861d318d3b962,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1495x698,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1737475824039,21/01/2025 16:10:24,1737457824039,-5,21/01/2025 06:10:24,153647,19,task-icdl,,42631334,BLIND,12435644,,complete,,678fc6a9cac861d318d3b962,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1495x698,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,5908.700000047684,5894.7,5908.700000047684,5908.700000047684,5894.7,5908.700000047684,1,5908.700000047684,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1737475824041,21/01/2025 16:10:24,1737457824041,-5,21/01/2025 06:10:24,153647,19,task-icdl,,42631334,BLIND,12435644,,complete,,678fc6a9cac861d318d3b962,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1495x698,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,1,Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,2861,,,,0,,,,,,,,,,,,,,,,
1,1737476115730,21/01/2025 16:15:15,1737454515730,-6,21/01/2025 04:15:15,153647,19,task-icdl,,42631528,BLIND,12435694,,complete,,678fc6a7e208c59a263e95bf,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x911,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Inaccurate~Accurate,,Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1737476118024,21/01/2025 16:15:18,1737454518024,-6,21/01/2025 04:15:18,153647,19,task-icdl,,42631528,BLIND,12435694,,complete,,678fc6a7e208c59a263e95bf,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x911,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Inaccurate~Accurate,,Accurate,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,2316.511999976158,2312.612,2316.511999976158,2316.511999976158,2312.612,2316.511999976158,1,2316.511999976158,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1737476118024,21/01/2025 16:15:18,1737454518024,-6,21/01/2025 04:15:18,153647,19,task-icdl,,42631528,BLIND,12435694,,complete,,678fc6a7e208c59a263e95bf,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1920x911,,,0,Sustained Attention Task Instructions,14,Inaccurate~Accurate,2,,Inaccurate~Accurate,,Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,2279,,,,0,,,,,,,,,,,,,,,,
1,1737476946686,21/01/2025 16:29:06,1737455346686,-6,21/01/2025 04:29:06,153647,19,task-icdl,,42631990,BLIND,12435823,,complete,,678fca2415424c2eab7a887e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 132.0.0.0,1710x1107,1710x981,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,1,Accurate,,Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1737476950641,21/01/2025 16:29:10,1737455350641,-6,21/01/2025 04:29:10,153647,19,task-icdl,,42631990,BLIND,12435823,,complete,,678fca2415424c2eab7a887e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 132.0.0.0,1710x1107,1710x981,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,1,Accurate,,Accurate,,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,3965.4000001907348,3950.1,3965.4000001907348,3965.4000001907348,3950.1,3965.4000001907348,1,3965.4000001907348,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1737476950642,21/01/2025 16:29:10,1737455350642,-6,21/01/2025 04:29:10,153647,19,task-icdl,,42631990,BLIND,12435823,,complete,,678fca2415424c2eab7a887e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 132.0.0.0,1710x1107,1710x981,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Accurate,1,Accurate,,Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,3949,,,,0,,,,,,,,,,,,,,,,
1,1737477529539,21/01/2025 16:38:49,1737455929539,-6,21/01/2025 04:38:49,153647,19,task-icdl,,42632301,BLIND,12435916,,complete,,678fc84472479ddbd9db3bb4,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x607,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1737477533746,21/01/2025 16:38:53,1737455933746,-6,21/01/2025 04:38:53,153647,19,task-icdl,,42632301,BLIND,12435916,,complete,,678fc84472479ddbd9db3bb4,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x607,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,4259.9000000476835,4248.999999999999,4259.9000000476835,4259.9000000476835,4248.999999999999,4259.9000000476835,1,4259.9000000476835,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1737477533757,21/01/2025 16:38:53,1737455933757,-6,21/01/2025 04:38:53,153647,19,task-icdl,,42632301,BLIND,12435916,,complete,,678fc84472479ddbd9db3bb4,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1366x768,1366x607,,,0,Sustained Attention Task Instructions,14,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,2,,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Inaccurate~Accurate,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,4153,,,,0,,,,,,,,,,,,,,,,
1,1737477839305,21/01/2025 16:43:59,1737459839305,-5,21/01/2025 06:43:59,153647,19,task-icdl,,42632473,BLIND,12435955,,complete,,678fcbc78b98a51e2ba5ea7e,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,1280x585,,,0,Sustained Attention Task Instructions,14,Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1737477859091,21/01/2025 16:44:19,1737459859091,-5,21/01/2025 06:44:19,153647,19,task-icdl,,42632473,BLIND,12435955,,complete,,678fcbc78b98a51e2ba5ea7e,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,1280x585,,,0,Sustained Attention Task Instructions,14,Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,,Sustained Attention Trials,Sustained Attention Trials,1,instructions,Intro,3syeo3,1,continue,,28023.39999999851,28012.8,28023.39999999851,28023.39999999851,28012.8,28023.39999999851,1,28023.39999999851,0,0,,Click To Continue,Continue Button,2,object-56,instructions,,,,,,,
3,1737477859098,21/01/2025 16:44:19,1737459859098,-5,21/01/2025 06:44:19,153647,19,task-icdl,,42632473,BLIND,12435955,,complete,,678fcbc78b98a51e2ba5ea7e,computer,Desktop or Laptop,Windows 10,Chrome 132.0.0.0,1280x720,1280x585,,,0,Sustained Attention Task Instructions,14,Accurate,1,Inaccurate~Inaccurate~Inaccurate~Inaccurate~Accurate,,Accurate,,Sustained Attention Trials,Sustained Attention Trials,,,,,,info,END,,,19754,,,,0,,,,,,,,,,,,,,,,
END OF FILE
